"partid","task_ord","cond","task_ind","task","session","time","gamble_ind","gamble_lab","box","opt","outcome","rt","nopt","H","R"
402627101,"dfe_dfd","decr",2,"dfd","9dee75721c1111ef452251f585d06d8a",1413797298,3,"soep2_2",2,"b",3,11528,2,0,0
402627101,"dfe_dfd","decr",2,"dfd","9dee75721c1111ef452251f585d06d8a",1413797307,4,"soep1_2",2,"b",3,5740,2,0,0
402630101,"dfd_dfe","incr",1,"dfd","de47e67f1534be90148214940a68d76b",1421167256,1,"soep1_2",2,"b",3,7287,2,0,0
402630101,"dfd_dfe","incr",1,"dfd","de47e67f1534be90148214940a68d76b",1421167264,2,"soep2_2",1,"a",0,3648,2,1,1
402630101,"dfd_dfe","incr",1,"dfd","de47e67f1534be90148214940a68d76b",1421167271,3,"soep3_4",3,"a",0,2919,4,1,1
402630101,"dfd_dfe","incr",1,"dfd","de47e67f1534be90148214940a68d76b",1421167283,4,"soep4_4",4,"d",4,8800,4,0,1
402630101,"dfd_dfe","incr",2,"dfe","de47e67f1534be90148214940a68d76b",1421167345,1,"soep1_2",1,"b",3,2629,2,0,0
402630101,"dfd_dfe","incr",2,"dfe","de47e67f1534be90148214940a68d76b",1421167354,2,"soep2_2",1,"a",4,3953,2,1,1
402630101,"dfd_dfe","incr",2,"dfe","de47e67f1534be90148214940a68d76b",1421167383,3,"soep3_4",1,"d",4,5133,4,0,1
402630101,"dfd_dfe","incr",2,"dfe","de47e67f1534be90148214940a68d76b",1421167391,4,"soep4_4",3,"a",0,148,4,1,1
402642501,"dfe_dfd","incr",1,"dfe","28621ef1976ce6500d9852f2977cc986",1414423822,1,"soep1_2",2,"b",3,5237,2,0,0
402642501,"dfe_dfd","incr",1,"dfe","28621ef1976ce6500d9852f2977cc986",1414423842,2,"soep2_2",1,"a",4,786,2,1,1
402642501,"dfe_dfd","incr",1,"dfe","28621ef1976ce6500d9852f2977cc986",1414423935,3,"soep3_4",1,"a",0,1544,4,1,1
402642501,"dfe_dfd","incr",1,"dfe","28621ef1976ce6500d9852f2977cc986",1414423986,4,"soep4_4",2,"a",0,1622,4,1,1
402642501,"dfe_dfd","incr",2,"dfd","28621ef1976ce6500d9852f2977cc986",1414424066,1,"soep1_2",2,"b",3,28995,2,0,0
402642501,"dfe_dfd","incr",2,"dfd","28621ef1976ce6500d9852f2977cc986",1414424071,2,"soep2_2",1,"b",3,3100,2,0,0
402642501,"dfe_dfd","incr",2,"dfd","28621ef1976ce6500d9852f2977cc986",1414424082,3,"soep3_4",2,"a",0,7103,4,1,1
402642501,"dfe_dfd","incr",2,"dfd","28621ef1976ce6500d9852f2977cc986",1414424091,4,"soep4_4",3,"a",0,6964,4,1,1
402655701,"dfd_dfe","incr",1,"dfd","a43d21aaed3155bddf7e8af7ddca5f63",1421160353,1,"soep1_2",1,"b",3,10081,2,0,0
402655701,"dfd_dfe","incr",1,"dfd","a43d21aaed3155bddf7e8af7ddca5f63",1421160362,2,"soep2_2",1,"a",4,5731,2,1,1
402655701,"dfd_dfe","incr",1,"dfd","a43d21aaed3155bddf7e8af7ddca5f63",1421160383,3,"soep3_4",1,"c",3,16658,4,0,0
402655701,"dfd_dfe","incr",1,"dfd","a43d21aaed3155bddf7e8af7ddca5f63",1421160388,4,"soep4_4",4,"c",3,3506,4,0,0
402655701,"dfd_dfe","incr",2,"dfe","a43d21aaed3155bddf7e8af7ddca5f63",1421160457,1,"soep1_2",2,"b",3,49,2,0,0
402655701,"dfd_dfe","incr",2,"dfe","a43d21aaed3155bddf7e8af7ddca5f63",1421160469,2,"soep2_2",1,"b",3,1471,2,0,0
402655701,"dfd_dfe","incr",2,"dfe","a43d21aaed3155bddf7e8af7ddca5f63",1421160479,3,"soep3_4",4,"d",4,807,4,0,1
402655701,"dfd_dfe","incr",2,"dfe","a43d21aaed3155bddf7e8af7ddca5f63",1421160500,4,"soep4_4",4,"b",4,257,4,0,1
402663801,"dfd_dfe","incr",1,"dfd","346248633d1832d72efe56a27ddcfd42",1414081083,1,"soep1_2",2,"b",3,20390,2,0,0
402663801,"dfd_dfe","incr",1,"dfd","346248633d1832d72efe56a27ddcfd42",1414081104,2,"soep2_2",2,"b",3,6819,2,0,0
402663801,"dfd_dfe","incr",1,"dfd","346248633d1832d72efe56a27ddcfd42",1414081123,3,"soep3_4",3,"c",3,14129,4,0,0
402663801,"dfd_dfe","incr",1,"dfd","346248633d1832d72efe56a27ddcfd42",1414081136,4,"soep4_4",1,"c",3,9426,4,0,0
402663801,"dfd_dfe","incr",2,"dfe","346248633d1832d72efe56a27ddcfd42",1414081313,1,"soep1_2",2,"b",3,2291,2,0,0
402663801,"dfd_dfe","incr",2,"dfe","346248633d1832d72efe56a27ddcfd42",1414081340,2,"soep2_2",2,"a",4,1717,2,1,1
402663801,"dfd_dfe","incr",2,"dfe","346248633d1832d72efe56a27ddcfd42",1414081377,3,"soep3_4",4,"a",0,3141,4,1,1
402663801,"dfd_dfe","incr",2,"dfe","346248633d1832d72efe56a27ddcfd42",1414081428,4,"soep4_4",4,"d",4,2345,4,0,1
402673501,"dfd_dfe","incr",1,"dfd","c41b2fa1ed7c318eb5bbfa65ae66c171",1414582394,1,"soep1_2",2,"a",0,7207,2,1,1
402673501,"dfd_dfe","incr",1,"dfd","c41b2fa1ed7c318eb5bbfa65ae66c171",1414582399,2,"soep2_2",2,"a",4,1952,2,1,1
402673501,"dfd_dfe","incr",1,"dfd","c41b2fa1ed7c318eb5bbfa65ae66c171",1414582408,3,"soep3_4",1,"b",0,6571,4,0,1
402673501,"dfd_dfe","incr",1,"dfd","c41b2fa1ed7c318eb5bbfa65ae66c171",1414582416,4,"soep4_4",3,"a",0,4563,4,1,1
402673501,"dfd_dfe","incr",2,"dfe","c41b2fa1ed7c318eb5bbfa65ae66c171",1414582453,1,"soep1_2",2,"b",3,5718,2,0,0
402673501,"dfd_dfe","incr",2,"dfe","c41b2fa1ed7c318eb5bbfa65ae66c171",1414582470,2,"soep2_2",1,"b",3,1365,2,0,0
402673501,"dfd_dfe","incr",2,"dfe","c41b2fa1ed7c318eb5bbfa65ae66c171",1414582485,3,"soep3_4",1,"c",3,1395,4,0,0
402673501,"dfd_dfe","incr",2,"dfe","c41b2fa1ed7c318eb5bbfa65ae66c171",1414582504,4,"soep4_4",4,"b",4,7602,4,0,1
402679401,"dfd_dfe","decr",1,"dfd","5464fea04bd316a9f02bad1e69b25038",1418737774,1,"soep4_4",3,"c",3,30078,4,0,0
402679401,"dfd_dfe","decr",1,"dfd","5464fea04bd316a9f02bad1e69b25038",1418737798,2,"soep3_4",2,"d",0,19319,4,0,1
402679401,"dfd_dfe","decr",1,"dfd","5464fea04bd316a9f02bad1e69b25038",1418737806,3,"soep2_2",2,"b",3,4806,2,0,0
402679401,"dfd_dfe","decr",1,"dfd","5464fea04bd316a9f02bad1e69b25038",1418737821,4,"soep1_2",1,"a",0,10021,2,1,1
402679401,"dfd_dfe","decr",2,"dfe","5464fea04bd316a9f02bad1e69b25038",1418737975,1,"soep4_4",4,"b",4,13466,4,0,1
402679401,"dfd_dfe","decr",2,"dfe","5464fea04bd316a9f02bad1e69b25038",1418738006,2,"soep3_4",2,"d",4,1534,4,0,1
402679401,"dfd_dfe","decr",2,"dfe","5464fea04bd316a9f02bad1e69b25038",1418738029,3,"soep2_2",1,"b",3,1241,2,0,0
402679401,"dfd_dfe","decr",2,"dfe","5464fea04bd316a9f02bad1e69b25038",1418738049,4,"soep1_2",1,"b",3,1265,2,0,0
402684001,"dfd_dfe","decr",1,"dfd","6e8a41b876a1f9592addb3f4edd76f43",1414165661,1,"soep4_4",2,"d",4,2341,4,0,1
402684001,"dfd_dfe","decr",1,"dfd","6e8a41b876a1f9592addb3f4edd76f43",1414165666,2,"soep3_4",3,"c",3,3649,4,0,0
402684001,"dfd_dfe","decr",1,"dfd","6e8a41b876a1f9592addb3f4edd76f43",1414165676,3,"soep2_2",1,"a",4,7122,2,1,1
402684001,"dfd_dfe","decr",1,"dfd","6e8a41b876a1f9592addb3f4edd76f43",1414165680,4,"soep1_2",2,"a",0,1928,2,1,1
402684001,"dfd_dfe","decr",2,"dfe","6e8a41b876a1f9592addb3f4edd76f43",1414165712,1,"soep4_4",1,"b",4,1820,4,0,1
402684001,"dfd_dfe","decr",2,"dfe","6e8a41b876a1f9592addb3f4edd76f43",1414165719,2,"soep3_4",1,"a",0,2848,4,1,1
402684001,"dfd_dfe","decr",2,"dfe","6e8a41b876a1f9592addb3f4edd76f43",1414165726,3,"soep2_2",1,"b",3,2646,2,0,0
402684001,"dfd_dfe","decr",2,"dfe","6e8a41b876a1f9592addb3f4edd76f43",1414165729,4,"soep1_2",1,"a",0,740,2,1,1
402684002,"dfe_dfd","decr",1,"dfe","d4292ff8aebb96d4abca422679a7a10d",1414164208,1,"soep4_4",1,"c",3,9278,4,0,0
402684002,"dfe_dfd","decr",1,"dfe","d4292ff8aebb96d4abca422679a7a10d",1414164231,2,"soep3_4",2,"a",0,1274,4,1,1
402684002,"dfe_dfd","decr",1,"dfe","d4292ff8aebb96d4abca422679a7a10d",1414164248,3,"soep2_2",1,"a",4,3059,2,1,1
402684002,"dfe_dfd","decr",1,"dfe","d4292ff8aebb96d4abca422679a7a10d",1414164261,4,"soep1_2",1,"b",3,2872,2,0,0
402684002,"dfe_dfd","decr",2,"dfd","d4292ff8aebb96d4abca422679a7a10d",1414164368,1,"soep4_4",1,"d",4,28275,4,0,1
402684002,"dfe_dfd","decr",2,"dfd","d4292ff8aebb96d4abca422679a7a10d",1414164373,2,"soep3_4",1,"d",4,2661,4,0,1
402684002,"dfe_dfd","decr",2,"dfd","d4292ff8aebb96d4abca422679a7a10d",1414164378,3,"soep2_2",1,"a",4,2765,2,1,1
402684002,"dfe_dfd","decr",2,"dfd","d4292ff8aebb96d4abca422679a7a10d",1414164390,4,"soep1_2",1,"a",0,8376,2,1,1
402687501,"dfd_dfe","incr",1,"dfd","cc6a7aaaa2bea0fa8f4a6d704cda9426",1417167791,1,"soep1_2",2,"b",3,9792,2,0,0
402687501,"dfd_dfe","incr",1,"dfd","cc6a7aaaa2bea0fa8f4a6d704cda9426",1417167799,2,"soep2_2",1,"b",3,4527,2,0,0
402687501,"dfd_dfe","incr",1,"dfd","cc6a7aaaa2bea0fa8f4a6d704cda9426",1417167813,3,"soep3_4",2,"d",4,9432,4,0,1
402687501,"dfd_dfe","incr",1,"dfd","cc6a7aaaa2bea0fa8f4a6d704cda9426",1417167822,4,"soep4_4",3,"d",0,5294,4,0,1
402687501,"dfd_dfe","incr",2,"dfe","cc6a7aaaa2bea0fa8f4a6d704cda9426",1417167886,1,"soep1_2",1,"a",0,4797,2,1,1
402687501,"dfd_dfe","incr",2,"dfe","cc6a7aaaa2bea0fa8f4a6d704cda9426",1417167915,2,"soep2_2",1,"a",4,1441,2,1,1
402687501,"dfd_dfe","incr",2,"dfe","cc6a7aaaa2bea0fa8f4a6d704cda9426",1417167928,3,"soep3_4",1,"a",68,3217,4,1,1
402687501,"dfd_dfe","incr",2,"dfe","cc6a7aaaa2bea0fa8f4a6d704cda9426",1417167938,4,"soep4_4",4,"b",4,300,4,0,1
402687502,"dfd_dfe","incr",1,"dfd","d1389f8d5f500b612e6d883bed26c36d",1414578101,1,"soep1_2",1,"a",0,9320,2,1,1
402687502,"dfd_dfe","incr",1,"dfd","d1389f8d5f500b612e6d883bed26c36d",1414578112,2,"soep2_2",1,"a",4,6408,2,1,1
402687502,"dfd_dfe","incr",1,"dfd","d1389f8d5f500b612e6d883bed26c36d",1414578139,3,"soep3_4",3,"a",0,21682,4,1,1
402687502,"dfd_dfe","incr",1,"dfd","d1389f8d5f500b612e6d883bed26c36d",1414578153,4,"soep4_4",3,"b",4,11289,4,0,1
402687502,"dfd_dfe","incr",2,"dfe","d1389f8d5f500b612e6d883bed26c36d",1414578242,1,"soep1_2",1,"b",3,3498,2,0,0
402687502,"dfd_dfe","incr",2,"dfe","d1389f8d5f500b612e6d883bed26c36d",1414578271,2,"soep2_2",2,"b",3,2447,2,0,0
402687502,"dfd_dfe","incr",2,"dfe","d1389f8d5f500b612e6d883bed26c36d",1414578294,3,"soep3_4",4,"d",0,1617,4,0,1
402687502,"dfd_dfe","incr",2,"dfe","d1389f8d5f500b612e6d883bed26c36d",1414578316,4,"soep4_4",3,"b",4,4576,4,0,1
402691301,"dfe_dfd","incr",1,"dfe","10b09a99cbc6732c0b048166c425d977",1414586179,1,"soep1_2",2,"a",0,6969,2,1,1
402691301,"dfe_dfd","incr",1,"dfe","10b09a99cbc6732c0b048166c425d977",1414586201,2,"soep2_2",2,"a",4,6730,2,1,1
402691301,"dfe_dfd","incr",1,"dfe","10b09a99cbc6732c0b048166c425d977",1414586243,3,"soep3_4",1,"c",3,12509,4,0,0
402691301,"dfe_dfd","incr",1,"dfe","10b09a99cbc6732c0b048166c425d977",1414586264,4,"soep4_4",1,"d",4,4209,4,0,1
402691301,"dfe_dfd","incr",2,"dfd","10b09a99cbc6732c0b048166c425d977",1414586361,1,"soep1_2",2,"a",0,21125,2,1,1
402691301,"dfe_dfd","incr",2,"dfd","10b09a99cbc6732c0b048166c425d977",1414586381,2,"soep2_2",2,"a",4,15113,2,1,1
402691301,"dfe_dfd","incr",2,"dfd","10b09a99cbc6732c0b048166c425d977",1414586404,3,"soep3_4",1,"b",0,19555,4,0,1
402691301,"dfe_dfd","incr",2,"dfd","10b09a99cbc6732c0b048166c425d977",1414586413,4,"soep4_4",1,"a",0,5269,4,1,1
402703001,"dfd_dfe","incr",1,"dfd","88352a01ffc2769a8de057e9d40bab3f",1418241104,1,"soep1_2",1,"a",0,12760,2,1,1
402703001,"dfd_dfe","incr",1,"dfd","88352a01ffc2769a8de057e9d40bab3f",1418241115,2,"soep2_2",2,"a",4,8541,2,1,1
402703001,"dfd_dfe","incr",1,"dfd","88352a01ffc2769a8de057e9d40bab3f",1418241141,3,"soep3_4",2,"d",4,22931,4,0,1
402703001,"dfd_dfe","incr",1,"dfd","88352a01ffc2769a8de057e9d40bab3f",1418241154,4,"soep4_4",4,"d",4,8957,4,0,1
402703001,"dfd_dfe","incr",2,"dfe","88352a01ffc2769a8de057e9d40bab3f",1418241218,1,"soep1_2",1,"b",3,2313,2,0,0
402703001,"dfd_dfe","incr",2,"dfe","88352a01ffc2769a8de057e9d40bab3f",1418241238,2,"soep2_2",1,"a",0,4967,2,1,1
402703001,"dfd_dfe","incr",2,"dfe","88352a01ffc2769a8de057e9d40bab3f",1418241280,3,"soep3_4",2,"a",0,5351,4,1,1
402703001,"dfd_dfe","incr",2,"dfe","88352a01ffc2769a8de057e9d40bab3f",1418241296,4,"soep4_4",3,"c",3,3380,4,0,0
402703002,"dfe_dfd","decr",1,"dfe","ffea8cb64e4300da7876ab070e3c6f4b",1418243131,1,"soep4_4",4,"a",0,9822,4,1,1
402703002,"dfe_dfd","decr",1,"dfe","ffea8cb64e4300da7876ab070e3c6f4b",1418243171,2,"soep3_4",3,"b",32,7256,4,0,1
402703002,"dfe_dfd","decr",1,"dfe","ffea8cb64e4300da7876ab070e3c6f4b",1418243197,3,"soep2_2",1,"b",3,8942,2,0,0
402703002,"dfe_dfd","decr",1,"dfe","ffea8cb64e4300da7876ab070e3c6f4b",1418243217,4,"soep1_2",1,"a",0,7619,2,1,1
402703002,"dfe_dfd","decr",2,"dfd","ffea8cb64e4300da7876ab070e3c6f4b",1418243256,1,"soep4_4",4,"b",0,5449,4,0,1
402703002,"dfe_dfd","decr",2,"dfd","ffea8cb64e4300da7876ab070e3c6f4b",1418243271,2,"soep3_4",3,"c",3,11120,4,0,0
402703002,"dfe_dfd","decr",2,"dfd","ffea8cb64e4300da7876ab070e3c6f4b",1418243283,3,"soep2_2",2,"b",3,8530,2,0,0
402703002,"dfe_dfd","decr",2,"dfd","ffea8cb64e4300da7876ab070e3c6f4b",1418243299,4,"soep1_2",1,"b",3,12708,2,0,0
402708101,"dfd_dfe","decr",1,"dfd","d673c43475993d897debb7f2f25817ca",1415124774,1,"soep4_4",3,"c",3,15115,4,0,0
402708101,"dfd_dfe","decr",1,"dfd","d673c43475993d897debb7f2f25817ca",1415124800,2,"soep3_4",1,"c",3,20076,4,0,0
402708101,"dfd_dfe","decr",1,"dfd","d673c43475993d897debb7f2f25817ca",1415124810,3,"soep2_2",2,"b",3,7385,2,0,0
402708101,"dfd_dfe","decr",1,"dfd","d673c43475993d897debb7f2f25817ca",1415124821,4,"soep1_2",1,"b",3,7626,2,0,0
402708101,"dfd_dfe","decr",2,"dfe","d673c43475993d897debb7f2f25817ca",1415124902,1,"soep4_4",2,"a",0,96,4,1,1
402708101,"dfd_dfe","decr",2,"dfe","d673c43475993d897debb7f2f25817ca",1415124915,2,"soep3_4",1,"d",4,329,4,0,1
402708101,"dfd_dfe","decr",2,"dfe","d673c43475993d897debb7f2f25817ca",1415124923,3,"soep2_2",1,"a",4,305,2,1,1
402708101,"dfd_dfe","decr",2,"dfe","d673c43475993d897debb7f2f25817ca",1415124930,4,"soep1_2",2,"b",3,692,2,0,0
402717001,"dfe_dfd","decr",1,"dfe","5beb2996046a61a4265fdaf308b8a570",1416392957,1,"soep4_4",1,"b",0,2582,4,0,1
402717001,"dfe_dfd","decr",1,"dfe","5beb2996046a61a4265fdaf308b8a570",1416392999,2,"soep3_4",1,"b",0,6150,4,0,1
402717001,"dfe_dfd","decr",1,"dfe","5beb2996046a61a4265fdaf308b8a570",1416393023,3,"soep2_2",1,"a",4,4584,2,1,1
402717001,"dfe_dfd","decr",1,"dfe","5beb2996046a61a4265fdaf308b8a570",1416393034,4,"soep1_2",1,"b",3,2066,2,0,0
402717001,"dfe_dfd","decr",2,"dfd","5beb2996046a61a4265fdaf308b8a570",1416393087,1,"soep4_4",2,"a",0,5488,4,1,1
402717001,"dfe_dfd","decr",2,"dfd","5beb2996046a61a4265fdaf308b8a570",1416393093,2,"soep3_4",2,"b",0,3745,4,0,1
402717001,"dfe_dfd","decr",2,"dfd","5beb2996046a61a4265fdaf308b8a570",1416393099,3,"soep2_2",2,"b",3,4043,2,0,0
402717001,"dfe_dfd","decr",2,"dfd","5beb2996046a61a4265fdaf308b8a570",1416393104,4,"soep1_2",1,"b",3,2753,2,0,0
402726001,"dfe_dfd","incr",1,"dfe","3d5c96b7c9691d4a3ed856484fca3597",1416222483,1,"soep1_2",2,"b",3,7964,2,0,0
402726001,"dfe_dfd","incr",1,"dfe","3d5c96b7c9691d4a3ed856484fca3597",1416222529,2,"soep2_2",1,"a",4,3617,2,1,1
402726001,"dfe_dfd","incr",1,"dfe","3d5c96b7c9691d4a3ed856484fca3597",1416222629,3,"soep3_4",3,"d",0,9405,4,0,1
402726001,"dfe_dfd","incr",1,"dfe","3d5c96b7c9691d4a3ed856484fca3597",1416222666,4,"soep4_4",2,"b",4,4270,4,0,1
402726001,"dfe_dfd","incr",2,"dfd","3d5c96b7c9691d4a3ed856484fca3597",1416222773,1,"soep1_2",1,"b",3,19875,2,0,0
402726001,"dfe_dfd","incr",2,"dfd","3d5c96b7c9691d4a3ed856484fca3597",1416222794,2,"soep2_2",2,"b",3,11424,2,0,0
402726001,"dfe_dfd","incr",2,"dfd","3d5c96b7c9691d4a3ed856484fca3597",1416222819,3,"soep3_4",4,"b",0,19326,4,0,1
402726001,"dfe_dfd","incr",2,"dfd","3d5c96b7c9691d4a3ed856484fca3597",1416222834,4,"soep4_4",3,"a",0,9048,4,1,1
402733201,"dfe_dfd","decr",1,"dfe","7e5b32d9d38effe92ebb79d0dcd2d987",1414592291,1,"soep4_4",2,"b",4,5544,4,0,1
402733201,"dfe_dfd","decr",1,"dfe","7e5b32d9d38effe92ebb79d0dcd2d987",1414592319,2,"soep3_4",2,"d",4,4033,4,0,1
402733201,"dfe_dfd","decr",1,"dfe","7e5b32d9d38effe92ebb79d0dcd2d987",1414592345,3,"soep2_2",1,"b",3,7427,2,0,0
402733201,"dfe_dfd","decr",1,"dfe","7e5b32d9d38effe92ebb79d0dcd2d987",1414592360,4,"soep1_2",2,"b",3,2071,2,0,0
402733201,"dfe_dfd","decr",2,"dfd","7e5b32d9d38effe92ebb79d0dcd2d987",1414592419,1,"soep4_4",2,"d",4,12033,4,0,1
402733201,"dfe_dfd","decr",2,"dfd","7e5b32d9d38effe92ebb79d0dcd2d987",1414592434,2,"soep3_4",2,"d",4,11643,4,0,1
402733201,"dfe_dfd","decr",2,"dfd","7e5b32d9d38effe92ebb79d0dcd2d987",1414592447,3,"soep2_2",1,"a",0,9817,2,1,1
402733201,"dfe_dfd","decr",2,"dfd","7e5b32d9d38effe92ebb79d0dcd2d987",1414592455,4,"soep1_2",1,"a",32,5175,2,1,1
402733202,"dfd_dfe","decr",1,"dfd","f65fa1c3c524226419a82fdc9acbf0f7",1414593904,1,"soep4_4",3,"b",4,6496,4,0,1
402733202,"dfd_dfe","decr",1,"dfd","f65fa1c3c524226419a82fdc9acbf0f7",1414593913,2,"soep3_4",3,"a",0,5487,4,1,1
402733202,"dfd_dfe","decr",1,"dfd","f65fa1c3c524226419a82fdc9acbf0f7",1414593919,3,"soep2_2",2,"b",3,4210,2,0,0
402733202,"dfd_dfe","decr",1,"dfd","f65fa1c3c524226419a82fdc9acbf0f7",1414593923,4,"soep1_2",2,"b",3,2510,2,0,0
402733202,"dfd_dfe","decr",2,"dfe","f65fa1c3c524226419a82fdc9acbf0f7",1414593982,1,"soep4_4",4,"d",0,4378,4,0,1
402733202,"dfd_dfe","decr",2,"dfe","f65fa1c3c524226419a82fdc9acbf0f7",1414594013,2,"soep3_4",2,"c",3,10244,4,0,0
402733202,"dfd_dfe","decr",2,"dfe","f65fa1c3c524226419a82fdc9acbf0f7",1414594033,3,"soep2_2",1,"a",4,3608,2,1,1
402733202,"dfd_dfe","decr",2,"dfe","f65fa1c3c524226419a82fdc9acbf0f7",1414594064,4,"soep1_2",2,"a",32,8445,2,1,1
402831201,"dfd_dfe","incr",1,"dfd","32907a4903b2e0e2b3062343ebfdd6ef",1412696527,1,"soep1_2",1,"b",3,38490,2,0,0
402831201,"dfd_dfe","incr",1,"dfd","32907a4903b2e0e2b3062343ebfdd6ef",1412696549,2,"soep2_2",1,"b",3,19022,2,0,0
402831201,"dfd_dfe","incr",1,"dfd","32907a4903b2e0e2b3062343ebfdd6ef",1412696590,3,"soep3_4",3,"a",0,37659,4,1,1
402831201,"dfd_dfe","incr",1,"dfd","32907a4903b2e0e2b3062343ebfdd6ef",1412696638,4,"soep4_4",2,"b",4,39601,4,0,1
402831201,"dfd_dfe","incr",2,"dfe","32907a4903b2e0e2b3062343ebfdd6ef",1412696706,1,"soep1_2",2,"b",3,1218,2,0,0
402831201,"dfd_dfe","incr",2,"dfe","32907a4903b2e0e2b3062343ebfdd6ef",1412696732,2,"soep2_2",2,"b",3,435,2,0,0
402831201,"dfd_dfe","incr",2,"dfe","32907a4903b2e0e2b3062343ebfdd6ef",1412696765,3,"soep3_4",2,"d",0,629,4,0,1
402831201,"dfd_dfe","incr",2,"dfe","32907a4903b2e0e2b3062343ebfdd6ef",1412696796,4,"soep4_4",2,"d",4,172,4,0,1
402831202,"dfe_dfd","decr",1,"dfe","384a993fc2d43cbe236a8ceddc776e55",1412693933,1,"soep4_4",3,"b",4,6962,4,0,1
402831202,"dfe_dfd","decr",1,"dfe","384a993fc2d43cbe236a8ceddc776e55",1412694000,2,"soep3_4",2,"c",3,6273,4,0,0
402831202,"dfe_dfd","decr",1,"dfe","384a993fc2d43cbe236a8ceddc776e55",1412694055,3,"soep2_2",1,"b",3,6580,2,0,0
402831202,"dfe_dfd","decr",1,"dfe","384a993fc2d43cbe236a8ceddc776e55",1412694080,4,"soep1_2",1,"a",0,2525,2,1,1
402831202,"dfe_dfd","decr",2,"dfd","384a993fc2d43cbe236a8ceddc776e55",1412694133,1,"soep4_4",1,"c",3,2419,4,0,0
402831202,"dfe_dfd","decr",2,"dfd","384a993fc2d43cbe236a8ceddc776e55",1412694147,2,"soep3_4",4,"b",0,8525,4,0,1
402831202,"dfe_dfd","decr",2,"dfd","384a993fc2d43cbe236a8ceddc776e55",1412694160,3,"soep2_2",1,"a",4,7122,2,1,1
402831202,"dfe_dfd","decr",2,"dfd","384a993fc2d43cbe236a8ceddc776e55",1412694166,4,"soep1_2",2,"a",0,4220,2,1,1
402834702,"dfe_dfd","decr",1,"dfe","c989e2079aed98763de6b5ce0e285865",1415034033,1,"soep4_4",2,"b",4,1954,4,0,1
402834702,"dfe_dfd","decr",1,"dfe","c989e2079aed98763de6b5ce0e285865",1415034048,2,"soep3_4",3,"b",0,2765,4,0,1
402834702,"dfe_dfd","decr",1,"dfe","c989e2079aed98763de6b5ce0e285865",1415034056,3,"soep2_2",2,"a",4,815,2,1,1
402834702,"dfe_dfd","decr",1,"dfe","c989e2079aed98763de6b5ce0e285865",1415034069,4,"soep1_2",1,"b",3,2447,2,0,0
402834702,"dfe_dfd","decr",2,"dfd","c989e2079aed98763de6b5ce0e285865",1415034180,1,"soep4_4",3,"c",3,7902,4,0,0
402834702,"dfe_dfd","decr",2,"dfd","c989e2079aed98763de6b5ce0e285865",1415034185,2,"soep3_4",3,"c",3,3583,4,0,0
402834702,"dfe_dfd","decr",2,"dfd","c989e2079aed98763de6b5ce0e285865",1415034187,3,"soep2_2",2,"b",3,1350,2,0,0
402834702,"dfe_dfd","decr",2,"dfd","c989e2079aed98763de6b5ce0e285865",1415034199,4,"soep1_2",2,"a",0,7403,2,1,1
402835502,"dfe_dfd","decr",1,"dfe","fcab0afc5f11ac9d0b045b68a98e1756",1412858491,1,"soep4_4",1,"a",0,1577,4,1,1
402835502,"dfe_dfd","decr",1,"dfe","fcab0afc5f11ac9d0b045b68a98e1756",1412858512,2,"soep3_4",3,"c",3,153,4,0,0
402835502,"dfe_dfd","decr",1,"dfe","fcab0afc5f11ac9d0b045b68a98e1756",1412858525,3,"soep2_2",2,"b",3,914,2,0,0
402835502,"dfe_dfd","decr",1,"dfe","fcab0afc5f11ac9d0b045b68a98e1756",1412858534,4,"soep1_2",1,"b",3,52,2,0,0
402835502,"dfe_dfd","decr",2,"dfd","fcab0afc5f11ac9d0b045b68a98e1756",1412858602,1,"soep4_4",4,"a",0,13924,4,1,1
402835502,"dfe_dfd","decr",2,"dfd","fcab0afc5f11ac9d0b045b68a98e1756",1412858612,2,"soep3_4",1,"a",0,7528,4,1,1
402835502,"dfe_dfd","decr",2,"dfd","fcab0afc5f11ac9d0b045b68a98e1756",1412858625,3,"soep2_2",2,"a",0,10876,2,1,1
402835502,"dfe_dfd","decr",2,"dfd","fcab0afc5f11ac9d0b045b68a98e1756",1412858635,4,"soep1_2",1,"b",3,7093,2,0,0
402870301,"dfd_dfe","incr",1,"dfd","2e2ee1c02429574ec86328bfce2cd1fd",1418232942,1,"soep1_2",1,"a",0,17189,2,1,1
402870301,"dfd_dfe","incr",1,"dfd","2e2ee1c02429574ec86328bfce2cd1fd",1418232953,2,"soep2_2",2,"a",4,5973,2,1,1
402870301,"dfd_dfe","incr",1,"dfd","2e2ee1c02429574ec86328bfce2cd1fd",1418232962,3,"soep3_4",2,"b",0,6826,4,0,1
402870301,"dfd_dfe","incr",1,"dfd","2e2ee1c02429574ec86328bfce2cd1fd",1418232973,4,"soep4_4",3,"a",0,7501,4,1,1
402870301,"dfd_dfe","incr",2,"dfe","2e2ee1c02429574ec86328bfce2cd1fd",1418233116,1,"soep1_2",1,"b",3,3030,2,0,0
402870301,"dfd_dfe","incr",2,"dfe","2e2ee1c02429574ec86328bfce2cd1fd",1418233134,2,"soep2_2",1,"b",3,865,2,0,0
402870301,"dfd_dfe","incr",2,"dfe","2e2ee1c02429574ec86328bfce2cd1fd",1418233171,3,"soep3_4",3,"c",3,930,4,0,0
